Tweet ID,Tweets with Decoded emojis,Final Annotation
2282,خفیہ ادارے اپنے کام خفیہ طریقے سے کرتے ہیں تو ان کو خفیہ ادارے کہا جاتا ہے اس لئے کی credibility پر سوال ہے کیونکہ گلی میں گھومتے ایک چھوٹے پاکستانی بچے کو بھی معلوم ہے کہ طالبان نے کی مدد سے امریکہ کو شکست دی مزاح,ليست تهكم
2283,بهادر بچه خوبی و خاکیucایucه از نوجوانیucش همینucطور بود یکم خاکی بودن رو ازش یاد بگیر اشرفی جان :sweat_smile: مزاح,ليست تهكم
2284,خب شهرتون شهر خطرناکی رفیق بامرام جرات نمیکنه بیاد اونجا:neutral_face::sweat_smile: مزاح,ليست تهكم
2285,وقتی خودت ای و دوس پسر بالای میخای تنها منطقی که به ذهنم میرسه اینه که میخای سرپا والسلام مزاح,ليست تهكم
2286,روی این بچه ها باید ابهت خودتو نشون بدی وقتی میبیننت یه جا بشینن تکون نخورن:joy: مزاح,ليست تهكم
2287,تطبخ النصبه مزاح,ليست تهكم
2288,پسره چقد من بوده :smile: شوخی مزاح پن وی علاقه زیادی به ریش دارد,ليست تهكم
2289,برای کنترل جاده ها فقط طالبان :joy::joy: مزاح,ليست تهكم
2290,شهروند باشم اشغالگرم تو باشی مزاح,ليست تهكم
2291,خوبه ترکیب یه عن متوقع به گفته خودت با اون چیزی که گفتی جالبه :joy::joy: مزاح,ليست تهكم
2292,اتمنى تعجبكم المعلومات و لا داعي للشكر:stuck_out_tongue_winking_eye::hand_over_mouth: استفيدوا منها على الاقل :relieved::wink: ريمه مزاح العداله لجمال بن سماعيل فعل الاعدام سيدي الرئيس,ليست تهكم
2293,اون مزاح که نوشته برا احتیاطه اگه درشتی دید راه فرار داشته باشه:satisfied:,ليست تهكم
2294,باز خوبه ننوشته اینهucی دق مزاح,ليست تهكم
2295,واخرش چیزی گیرت نمیاد اصلا:joy::joy: مزاح,ليست تهكم
2296,حالا که فرصتش پیش اومده چیزای بزرگی ازش بخواه خونه زمین ماشین شرکت کارخونه :wink::wink::sweat_smile::sweat_smile:مزاح طوری,ليست تهكم
2297,ما گفتیم کل حاکمیت ایران داره یهucدست میشه نگو لامصب کل منطقه داره یه دست میشه مزاح,ليست تهكم
2298,گویا نیمه گمشده خودم رو پیدا کردم :joy: مزاح:heart::rose:,ليست تهكم
2299,به اخونده گفتن از شما تنبلucتر هم هست گفت اونی که به ما میگه “التماس دعا” مزاح,ليست تهكم
2300,لا تدمن شخص اكثر من اللازم الا اذا كان انا جذي ماتنلامون :sunglasses: دعابه فكاهه غشمره,ليست تهكم
2301,ده راجل واضح مع نفسه وجميل دعابه,ليست تهكم
2302,لمحبات القراءه :books::hearts: دعابه طرفه غرد بصوره,ليست تهكم
2303,دعابه نكته هه,تهكم
2304,العام الدراسي الجديد دعابه مديرك اذا كنت تشتغل مديرك اذا اخذت بريك,تهكم
2305,هه دعابه,تهكم
2306,لي صاحبن حيل نفسيه ياكل باونتي مع البيبسي وزنه تعدا على الميه وان قلت يادب قعد يبتسي طرشوله دعابه,ليست تهكم
2307,العامل المشترك كلهم عاهات دعابه,تهكم
2308,منير يحارب النساء دعابه,تهكم
2309,الاعشاب لا تفيد بشيء على الاطلاق حيث اظهرت دراسه استمرت لاكثر من عشر سنوات ان الاعشاب تسبب التحورات يا المتحوره دعابه :joy::heart:,تهكم
2310,هه لا الخير واجد والمعاش نزل دعابه:stuck_out_tongue_winking_eye:,تهكم
2311,دعابه الحين عرفت ليش فهد المولد يبغى ينتقل من الاتحاد بيسوي زي ميسي يبغى يبكي في المؤتمر :rofl::joy: وتعرفوا الصحبه اللي بينهم والله ما اتمناه ينتقل بس الجمهور كان وقح بزياده الا من رحم الله الاتحاد دعابه,ليست تهكم
2312,جد ولو ماكنت الوحيده لما بقيت في قلبك :relieved: دعابه,تهكم
2313,تدش الجهراء لابس كاب بدال الشماغ تحس بالانتماء :running:🏻ud:male_sign::running:🏻ud:male_sign::running:🏻ud:male_sign: ربعي الجهراويه احبكم دعابه,تهكم
2314,دعابه :sweat_smile::sweat_smile: نعم للتطعيم:white_check_mark:,ليست تهكم
2315,تخيل تجيك هديه تفتحها اطلع لك انا قلت تخيل لا تستانس :joy::joy: دعابه,ليست تهكم
2316,رساله للحكومه اطبعوا لنا عمله ابو ريال شبعنا نعنع ولبان بالباقي :joy::joy: دعابه,تهكم
2317,من دخل قلبك كل من خرجوا :slightly_smiling_face: دعابه,ليست تهكم
2318,ello to our new listeners in the :united_arab_emirates: e hope youre enjoying earastard lease share available episodes can be heard in all the usual places via pisodes drop uesdays شكرا ubai buhabi كوميديا دعابه الاشتراكي,ليست تهكم
2319,انا هاصفي النيه وهافهمك صح :hugs: دعابه,تهكم
2320,هه :joy::joy: نكته دعابه,ليست تهكم
2321,عيل ماكو ميزانيه مقصف جيوب عامره يا عين السيح الميدان دعابه وزاره التربيه المقصف المدرسي,تهكم
2322,ترى الخصم الرجاء مب الهلال هه دعابه ضحك,ليست تهكم
2323,الورقه اسماء الجمهور الظاهر :joy: دعابه,تهكم
2324,اتوقع قريبا بنشوف انا للنصر والنصر لي دعابه,ليست تهكم
2325,معاهم زلط معااهم زلط يله عاد خلوا الفقراويه يتعاقدوا مع رجيع الهلال دعابه,ليست تهكم
2326,دعابه,ليست تهكم
2327,كولا شنو ياخ قالت ليك ملاح ملااح دعابه,ليست تهكم
2328,يقال ان احدهم سال اسامه بن لادن وش برجك فضحك ضحكه طويله ثم نظر للافق من قمه تورا بورا وقال انا عندي برجين دعابه ضحكنا معك قول نكته,تهكم
2329,لمن يكون واستطك في مؤسسه اسلاميه واحد يهودي دعابه,ليست تهكم
2330,فايرفورس الحين بدا يدلع البنات صح مو الموسم الاول دعابه,ليست تهكم
2331,زهره البيت السابع هوس بفكره الحب والشريك رخائهم مرتبط بحياتهم العاطفيه شعارهم ظل زوج ولا ظل حيطه دعابه دلاله زواج سعيد ايضا افضل اوقات حياته تكون مع الحبيب او الشريك يجذبون الاشخاص الصح جذابين متفتحين وسهل استغلالهم مايحبون العلاقات القصيره يبغون علاقه حقيقيه بحسنها وسوئها,ليست تهكم
2332,هه اكبر دليل على ضعف الجوده دعابه,تهكم
2333,شفت حلقتين بس ولا قريت المانجا الا متى يرجع كينقدوم دعابه,ليست تهكم
2334,يبدو ان الحظ ابتسم لي :blush: الا اني كنت زعلانه فعبست في وجهه :frowning_face: فبادلني العبوس :slightly_frowning_face:وهو ذاهب قائلا غلطان اللي يعطيش وجه :unamused: انكت,تهكم
2335,اهدافي من كثر ما طولت وهي معلقه يبست انكت سلكو,ليست تهكم
2336,انا انكت واموت ضحك ع نكتي مافي فايده :sob::joy:,تهكم
2337,انکتو اگه دوست داشتین جواب بدین کسی نمبینه رای شما چیه نترسین و لطفا ريتوييت کنین اقایون همسر خواهر و دخترتون حق انتخاب لباسهاشو داره شما مداخله میکنین خانومها از طرف خانواده تو نوع پوششتون دخالت میشه نظرسنجی ريتوييت لطفا پوشش لباس انکت ازادی حجاب اجبارى,ليست تهكم
2338,كت يكت و انكت و كتيت مسموعه عندنا للتراب وللطحين وللحب ونحوه الرياح تكت كتيت والجراد انكت في الزرع ونادرا ما تستخدم للسائل,ليست تهكم
2339,كت و انكت متداوله بين اهل الباحه كت العصير كت السكر يعني انسكب او انكتوا علينا يعني توافدوا علينا من كل حدب و صوب,ليست تهكم
2340,كت كتيت كتيت انكت كت يكت كت مستعمله في الوشم بمعنى نثر و اراق السائل اكثر مانسمعها في قولهم كت خشمك اي انثر السائل الذي في انفك اجلكم الله و قل ان يستعملوا غير هذه العباره لهذا الامر اما اسم المفعول كتيت فلا اتذكر انني سمعته,ليست تهكم
2341,كت كتيت انكت مسموعه ب القصيم بنفس المعنى والاشهر منها والاكثر سماعا كب نثر زج الماء اي صبه واراقه,ليست تهكم
2342,معروفه في المنطقه الغربيه مثل لهجه قبيله حرب كلمه اليوم كت الماء من القدر يكته كتا وكت ما في القدح من ماء اي صبه ويقال للمكتوت من وعائه السائب كتيت والفعل المطاوع من كت انكت اي انصب ثم استعاروه فقالوا كت علينا القوم؛ اي انحدروا من اعلى,ليست تهكم
